Unnamed: 0,Floor No,Units Available,Covered Area,Carpet Area,Sqft Price,Total Amenities,Area Difference (%),Floors,Price_Millions,Possession Status,Flooring Type,Society,Furnished Type,Facing,Transaction Type,Type of Property,City,Bathroom,Parking,Bedroom,Balconies,Ownership Type
180,17,4,526,428,8555,90,18,38,4.49993,Under Construction,Granite,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
181,1,5,672,419,6919,90,37,1,4.649568,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
182,21,5,587,367,6797,90,37,31,3.989839,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
183,8,6,813,658,6540000,90,19,26,6.54,Under Construction,Vitrified,Y,Unfurnished,North,New Property,Apartment,Thane,2,1,2,2,Freehold
184,15,0,970,696,12212,90,28,36,11.84564,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Power Of Attorney
185,7,2,920,620,7065,89,32,23,6.4998,Under Construction,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Thane,2,1,2,2,Freehold
186,11,2,625,446,7200,90,28,21,4.5,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
187,14,10,509,509,10803,90,0,27,5.498727,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,2,Freehold
188,11,2,800,528,5806,89,34,14,4.6448,Under Construction,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
189,8,12,610,420,5768,90,31,14,3.51848,Under Construction,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
190,7,5,720,460,5972,90,36,18,4.29984,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
191,10,50,1100,792,7636,89,28,30,8.3996,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
192,18,10,604,604,11091,90,0,27,6.698964,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,2,Freehold
193,5,0,1140,763,7719,90,33,14,8.79966,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,4,Freehold
194,0,57,865,541,7976,90,37,33,6.89924,Under Construction,Marble,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
195,0,63,683,427,6295,90,37,33,4.299485,Under Construction,Marble,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
196,21,11,980,700,10102,90,28,36,9.89996,Under Construction,Vitrified,Y,Semi-Furnished,North - East,New Property,Apartment,Thane,2,1,2,2,Freehold
197,9,0,756,520,5872,90,31,27,4.439232,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
198,0,35,593,593,12822,90,0,21,7.603446,Under Construction,Granite,N,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
199,14,2,886,490,6321,21,44,22,5.600406,Ready to Move,Vitrified,Y,Unfurnished,North - West,New Property,Apartment,Thane,2,1,2,3,Freehold
200,1,0,650,400,5615,89,38,22,3.64975,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,1,1,2,Freehold
201,11,0,1180,758,6186,89,35,17,7.29948,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,3,Freehold
202,7,2,925,590,7027,90,36,22,6.499975,Under Construction,Granite,N,Unfurnished,East,New Property,Apartment,Thane,2,1,2,3,Freehold
203,8,12,917,542,4907,90,40,14,4.499719,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
204,8,12,476,476,9242,90,0,23,4.399192,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
205,4,0,630,435,5397,0,30,7,3.40011,Ready to Move,Vitrified,Y,Unfurnished,Unknown,New Property,Apartment,Thane,1,0,1,1,Freehold
206,12,10,610,494,4545000,90,19,20,4.545,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
207,10,10,531,531,9227,90,0,22,4.899537,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
208,3,3,576,376,4543,9,34,7,2.616768,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
209,3,4,635,405,5566,89,36,20,3.53441,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
210,8,102,580,399,5687,90,31,23,3.29846,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
211,10,102,872,602,5791,90,30,23,5.049752,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
212,10,3,950,645,4890,89,32,15,4.6455,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
213,9,4,645,400,4916,89,37,24,3.17082,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
214,7,0,630,450,7142,90,28,18,4.49946,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
215,6,12,550,399,6181,90,27,23,3.39955,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
216,12,0,950,675,6105,27,28,22,5.79975,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
217,12,10,1405,843,8612,90,40,32,12.09986,Under Construction,Wooden,Y,Unfurnished,East,New Property,Apartment,Thane,3,1,3,4,Freehold
218,5,0,1020,700,5882,90,31,24,5.99964,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
219,12,102,850,590,5047,90,30,23,4.28995,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,2,2,Freehold
220,5,79,550,390,5452,90,29,23,2.9986,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
221,12,102,550,390,5634,90,29,23,3.0987,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,1,1,Freehold
222,3,3,545,396,4800,9,27,7,2.616,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
223,9,4,935,619,4866,89,33,18,4.54971,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
224,3,0,680,460,7352,90,32,12,4.99936,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,1,3,Freehold
225,11,0,600,424,7833,90,29,22,4.6998,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,3,Freehold
226,8,102,640,442,5779,90,30,23,3.69856,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
227,4,102,875,603,5892,90,31,23,5.1555,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
228,7,0,710,490,7323,89,30,10,5.19933,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,3,Freehold
229,13,3,600,400,4995,89,33,18,2.997,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
230,7,5,650,450,5370,89,30,20,3.4905,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
231,10,12,580,580,7586,90,0,23,4.39988,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
232,7,12,602,602,8222,90,0,23,4.949644,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
233,5,0,1020,700,5882,90,31,24,5.99964,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
234,12,102,850,590,5047,90,30,23,4.28995,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,2,2,Freehold
235,5,79,550,390,5452,90,29,23,2.9986,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
236,12,102,550,390,5634,90,29,23,3.0987,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,1,1,Freehold
237,3,3,545,396,4800,9,27,7,2.616,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
238,9,4,935,619,4866,89,33,18,4.54971,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
239,3,0,680,460,7352,90,32,12,4.99936,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,2,1,1,3,Freehold
240,11,0,600,424,7833,90,29,22,4.6998,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,3,Freehold
241,8,102,640,442,5779,90,30,23,3.69856,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
242,4,102,875,603,5892,90,31,23,5.1555,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
243,7,0,710,490,7323,89,30,10,5.19933,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,1,3,Freehold
244,13,3,600,400,4995,89,33,18,2.997,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
245,7,5,650,450,5370,89,30,20,3.4905,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
246,10,12,580,580,7586,90,0,23,4.39988,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
247,7,12,602,602,8222,90,0,23,4.949644,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
248,2,0,529,403,2836,0,23,4,1.500244,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
249,1,0,545,416,3486,0,23,4,1.89987,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
250,2,0,870,664,3448,0,23,4,2.99976,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
251,1,1,635,484,2441,1,23,4,1.550035,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,2,Freehold
252,2,0,785,599,2548,0,23,4,2.00018,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,2,1,Freehold
253,3,1,450,450,2667,3,0,3,1.20015,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
254,2,1,425,324,2850,4,23,4,1.21125,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
255,2,0,455,345,2857,4,24,4,1.299935,Ready to Move,Vitrified,Y,Unfurnished,North - East,Resale,Residential House,Thane,1,0,1,2,Freehold
256,2,0,500,490,3600,90,2,4,1.8,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,1,1,1,Co-operative Society
257,1,0,550,419,6364,0,23,4,3.5002,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
258,5,0,865,660,9827,0,23,7,8.500355,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
259,3,0,650,430,3385,0,33,4,2.20025,Ready to Move,Marble,N,Unfurnished,East,New Property,Apartment,Thane,1,0,1,2,Freehold
260,5,79,545,376,4982,0,31,5,2.71519,Under Construction,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Thane,1,0,1,1,Freehold
261,1,0,450,343,3778,0,23,14,1.7001,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
262,1,0,565,431,4779,0,23,5,2.700135,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,2,0,Freehold
263,2,0,592,452,3547,0,23,4,2.099824,Ready to Move,Vitrified,N,Unfurnished,South,Resale,Apartment,Thane,1,0,1,2,Freehold
264,4,0,470,358,4681,0,23,5,2.20007,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
265,3,0,565,500,7965,0,11,4,4.500225,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,0,2,1,Freehold
266,4,0,700,534,5429,0,23,4,3.8003,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,0,2,0,Freehold
267,1,0,575,470,4870,0,18,4,2.80025,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
268,7,0,525,400,7619,0,23,8,3.999975,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
269,2,0,728,555,4808,0,23,4,3.500224,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,1,2,Freehold
270,3,0,300,250,6000,1,16,4,1.8,Ready to Move,Vitrified,N,Semi-Furnished,East,New Property,Apartment,Thane,1,0,1,3,Co-operative Society
271,6,0,600,458,7000,0,23,8,4.2,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
272,6,0,1000,763,4600,0,23,7,4.6,Under Construction,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,2,Freehold
273,1,0,555,420,7387,10,24,7,4.099785,Ready to Move,Normal Tiles/Kotah Stone,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
274,4,0,575,439,5739,90,23,5,3.299925,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,1,1,2,Freehold
275,13,102,476,385,3200000,90,19,24,3.2,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
276,3,0,485,370,4536,0,23,4,2.19996,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,1,1,Freehold
277,1,0,500,381,5000,0,23,4,2.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
278,0,0,500,381,4000,0,23,4,2.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
279,3,0,548,418,5839,0,23,3,3.199772,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,1,1,Freehold
280,2,0,645,492,5039,0,23,5,3.250155,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,2,1,Freehold
281,2,0,351,268,3846,0,23,4,1.349946,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
282,4,0,383,310,2800000,1,19,7,2.8,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Co-operative Society
283,4,0,1000,763,9500,0,23,14,9.5,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
284,3,0,540,412,5741,90,23,7,3.10014,Ready to Move,Marble,N,Unfurnished,East,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
285,10,0,620,473,8387,0,23,14,5.19994,Ready to Move,Ceramic Tiles,N,Unfurnished,East,Resale,Apartment,Thane,2,0,1,3,Co-operative Society
286,3,0,950,725,6316,0,23,7,6.0002,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
287,1,1,798,639,6766,0,19,4,5.399268,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
288,1,0,350,267,3500,0,23,5,1.225,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,1,1,Freehold
289,3,0,675,515,4593,0,23,4,3.100275,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
290,2,0,400,305,3500,90,23,3,1.4,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Builder Floor Apartment,Thane,1,1,1,0,Freehold
291,6,0,733,559,7503,0,23,11,5.499699,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,2,1,Freehold
292,1,0,505,385,3762,0,23,5,1.89981,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
293,3,0,390,297,3846,0,23,4,1.49994,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,1,1,Freehold
294,3,0,670,460,5000,90,31,3,3.35,Ready to Move,Ceramic Tiles,N,Furnished,South,Resale,Apartment,Thane,1,1,2,1,Co-operative Society
295,0,0,500,480,4500,0,4,3,2.25,Ready to Move,Vitrified,Y,Unfurnished,Unknown,New Property,Apartment,Thane,1,0,1,1,Freehold
296,2,0,635,484,3937,0,23,4,2.499995,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
297,2,0,525,400,4381,0,23,4,2.300025,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
298,0,0,521,380,6718,0,27,7,3.500078,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
299,2,0,565,450,4071,1,20,5,2.300115,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,2,Freehold
300,3,0,450,343,4444,0,23,5,1.9998,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,1,1,Freehold
301,2,0,921,745,3900000,0,19,3,3.9,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,0,2,1,Freehold
302,3,0,350,245,6571,0,30,3,2.29985,Ready to Move,Vitrified,N,Unfurnished,North,New Property,Apartment,Thane,1,0,1,1,Co-operative Society
303,4,0,725,680,4828,0,6,4,3.5003,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,2,1,Freehold
304,7,0,952,726,4202,89,23,7,4.000304,Ready to Move,Vitrified,N,Unfurnished,East,New Property,Apartment,Thane,2,1,2,3,Freehold
305,2,5,900,687,7111,6,23,17,6.3999,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,2,0,2,1,Freehold
306,3,0,610,465,8197,5,23,4,5.00017,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,1,1,1,Freehold
307,9,0,1321,1008,4391,9,23,9,5.800511,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Thane,2,1,2,0,Co-operative Society
308,4,0,500,381,4800,7,23,4,2.4,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,0,1,1,Freehold
309,4,0,875,668,5143,3,23,4,4.500125,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Thane,1,0,2,1,Co-operative Society
310,7,1,585,446,5128,89,23,7,2.99988,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,1,1,2,Co-operative Society
311,4,0,353,275,3541,3,22,4,1.249973,Ready to Move,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,1,0,1,1,Co-operative Society
312,0,0,280,215,5714,90,23,2,1.59992,Ready to Move,Normal Tiles/Kotah Stone,N,Unfurnished,North - East,Resale,Apartment,Thane,1,1,1,1,Co-operative Society
313,8,0,420,320,9048,89,23,22,3.80016,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Thane,2,1,1,2,Freehold
314,2,0,550,419,10909,3,23,3,5.99995,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,1,0,2,1,Co-operative Society
315,6,0,725,553,8276,90,23,16,6.0001,Ready to Move,Vitrified,N,Semi-Furnished,South,Resale,Apartment,Thane,2,1,1,3,Co-operative Society
316,2,0,460,330,4348,7,28,4,2.00008,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
317,6,0,665,540,6466,7,18,7,4.29989,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Thane,1,0,2,1,Freehold
318,2,0,550,400,6727,4,27,3,3.69985,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,1,0,1,0,Freehold
319,7,0,780,610,5897,15,21,7,4.59966,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Thane,2,0,1,4,Freehold
320,6,25,705,423,6808,90,40,22,4.79964,Under Construction,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,2,Freehold
321,12,0,660,445,6212,27,32,22,4.09992,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
322,13,4,610,385,5000,89,36,23,3.05,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
323,19,0,650,423,4462,89,34,23,2.9003,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
324,20,102,550,417,5452,90,24,23,2.9986,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,1,1,1,1,Freehold
325,11,10,1165,718,7725,90,38,32,8.999625,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,1,Freehold
326,12,102,1300,890,5069,90,31,23,6.5897,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,3,1,3,3,Freehold
327,5,79,540,371,4722,90,31,19,2.54988,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
328,12,102,550,390,5345,90,29,23,2.93975,Under Construction,Vitrified,Y,Unfurnished,West,New Property,Apartment,Thane,2,1,1,1,Freehold
329,3,3,576,376,4542,9,34,7,2.616192,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,2,Freehold
330,12,45,550,385,5454,90,30,23,2.9997,Under Construction,Ceramic Tiles,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,2,Freehold
331,2,1,630,450,4603,2,28,3,2.89989,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Thane,1,1,1,1,Freehold
332,0,1,700,650,6000,4,7,3,4.2,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Thane,2,1,2,1,Freehold
333,8,3,600,400,4991,89,33,18,2.9946,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,1,1,Freehold
334,3,2,791,650,8849,90,17,7,6.999559,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Thane,2,1,2,1,Freehold
335,15,4,705,495,5842,90,29,20,4.11861,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
336,15,10,550,550,14473,90,0,23,7.96015,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,3,1,2,1,Freehold
337,9,10,385,385,8311,90,0,23,3.199735,Under Construction,Ceramic Tiles,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
338,5,2,890,572,7636,89,35,7,6.79604,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,2,1,Freehold
339,5,2,550,385,5436,89,30,23,2.9898,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,2,1,1,1,Freehold
340,10,50,650,450,5230,89,30,18,3.3995,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,New Property,Apartment,Thane,2,1,1,3,Freehold
341,8,102,642,444,5669,90,30,23,3.639498,Under Construction,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Thane,1,1,1,1,Freehold
342,10,102,876,605,3607,90,30,23,3.159732,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Thane,2,1,2,2,Freehold
